,title
6853,An assessment of the use of volunteers for terrestrial invertebrate biodiversity surveys
6854,Are coffee agroforestry systems suitable for circa situm conservation of indigenous trees? A case study from Central Kenya
6855,The genomics of invasion: characterization of red lionfish (Pterois volitans) populations from the native and introduced ranges
6856,
6857,
6858,"Are urban systems beneficial, detrimental, or indifferent for biological invasion?"
6859,Present state and future of the world&apos;s mangrove forests
6860,-algal interaction • phase shift • feedback loop • model • allelopathy • herbivory • recruitment • antibiotic • microorganism • bacteria • abrasion • palytoxin • bleaching • disease • natural products • nematocyst • mucus • diversity • community structure • aggression • population • alternate dominant Competition Among Sessile Organisms on Coral Reefs
6861,Quantifying Habitat Requirements of Tree-Living Species in Fragmented Boreal Forests with Bayesian Methods
6862,30% land conservation and climate action reduces tropical extinction risk by more than 50%
6863,"Key tree species for the golden-headed lion tamarin and implications for shade-cocoa management in southern Bahia, Brazil"
6864,The Value of Rehabilitating Logged Rainforest for Birds
6865,"The conservation value of restored landfill sites in the East Midlands, UK for supporting bird communities"
6866,Estimating the Density of Honeybee Colonies across Their Natural Range to Fill the Gap in Pollinator Decline Censuses
6867,Modernization of drainage systems decreases gray-faced buzzard occurrence by reducing frog densities in paddy-dominated landscapes
6868,"Coral community structure and risk assessment of high-latitude reefs at Sodwana Bay, South Africa"
6869,The influence of native versus exotic streetscape vegetation on the spatial distribution of birds in suburbs and reserves
6870,PESI -a taxonomic backbone for Europe
6871,The (non) impact of invasive cane toads on freshwater crocodiles at Lake Argyle in tropical Australia
6872,Effectiveness of the system of protected areas of Lombardy (Northern Italy) in preserving breeding birds
6873,Biological attributes and major threats as predictors of the vulnerability of species: a case study with Brazilian reef fishes
6874,High within-and between-trunk variation in the nematoceran (Diptera) community and its physical environment in decaying aspen trunks
6875,Ant diversity and bio-indicators in land management of lac insect agroecosystem in Southwestern China
6876,Tropical Forest Fragments Enhance Pollinator Activity in Nearby Coffee Crops
6877,Determinants of tapeworm species richness in elasmobranch fishes: untangling environmental and phylogenetic influences
6878,"Wild food plants traditionally consumed in the area of Bologna (Emilia Romagna region, Italy)"
6879,Resident plant diversity and introduced earthworms have contrasting effects on the success of invasive plants
6880,Effects of logging on gastrointestinal parasite infections and infection risk in African primates
6881,Invasion dynamics of the glassy-winged sharpshooter Homalodisca vitripennis (Germar) (Hemiptera: Cicadellidae) in French Polynesia
6882,Enough space in a warmer world? Microhabitat diversity and small-scale distribution of alpine plants on mountain summits
6883,Riparian reserves help protect forest bird communities in oil palm dominated landscapes
6884,Responses of trees to elevated carbon dioxide and climate change
6885,Medicinal plants from swidden fallows and sacred forest of the Karen and the Lawa in Thailand
6886,Bryozoan assemblages from two submarine caves in the Aegean Sea (Eastern Mediterranean)
6887,New Policies for Old Trees: Averting a Global Crisis in a Keystone Ecological Structure
6888,Co-existence of divergent communities at natural boundaries: spider (Arachnida: Araneae) diversity across an alpine timberline
6889,When human needs meet beetle preferences: tenebrionid beetle richness covaries with human population on the Mediterranean islands
6890,Reduced metabolic rate indicates declining viability in seed collections: an experimental proof-of-concept
6891,"Tree biodiversity, land dynamics and farmers&apos; strategies on the agricultural frontier of southwestern Burkina Faso"
6892,"Monitoring crayfish using a mark-recapture method: potentials, recommendations, and limitations"
6893,Wildlife exploitation: a market survey in Nagaland
6894,The Importance of Systematic Biology in Defining Units of Conservation
6895,Response of Soil Fauna to Landscape Heterogeneity: Determining Optimal Scales for Biodiversity Modeling Chust et al. Scales of Biodiversity Response to
6896,Effects of Widespread Drought-Induced Aspen Mortality on Understory Plants
6897,Does environmental stress affect cortisol biodistribution in freshwater mussels?
6898,"Multiscale, presence-only habitat suitability models: fine-resolution maps for eight bat species"
6899,Interactions between climate and habitat loss effects on biodiversity: a systematic review and meta-analysis
6900,The political culture of poaching: a case study from northern Greece
6901,The first red list of Italian butterflies
6902,"Home gardens&apos; agrobiodiversity and owners&apos; knowledge of their ecological, economic and socio-cultural multifunctionality: a case study in the lowlands of Tabasco, México"
6903,Monitoring Young Tropical Forest Restoration Sites: How Much to Measure?
6904,Different ammonia tolerances may facilitate spatial coexistence of Gammarus roeselii and the strong invader Dikerogammarus villosus
6905,Osmoderma eremita as an indicator of species richness of beetles in tree hollows
6906,Bringing indices of species vulnerability to climate change into geographic space: an assessment across the Coronado national forest
6907,Environmental tolerance of three gammarid species with and without invasion record under current and future global warming scenarios
6908,Predicting Bird Species Distributions in Reconstructed Landscapes
6909,"Plant biodiversity inventory and conservation of two tropical dry evergreen forests on the Coromandel coast, south India"
6910,Journal of Natural History Systematics and ecology of the caecilian Crotaphatrema lamottei (Nussbaum) (Amphibia: Gymnophiona: Scolecomorphidae) Systematics and ecology of the caecilian Crotaphatrema lamottei (Nussbaum) (Amphibia: Gymnophiona: Scolecomorphidae)
6911,"Species richness, taxonomy and peculiarities of the neotropical rust fungi: are they more diverse in the Neotropics?"
